"Submission Date",Cinsiyet,"Yan haklarınız","Şirketiniz hangi lokasyon merkezli?","Şirketiniz hangi ülke merkezli?","Şirketiniz hangi şehirde? (Eğer Türkiye ise)","Çalışma şekliniz nedir?","Şirketinizin çalışan sayısı nedir?","Hangi pozisyonda çalışıyorsunuz?","Çalıştığınız şirketteki unvanınız nedir?",Deneyim,"Ağırlıklı olarak hangi teknolojileri / dilleri kullanıyorsunuz?","Kazancınız hangi para biriminde?","Maaş tipi","Senede kaç kez zam alıyorsunuz?","Ara zam / iyileştirme oranınız hangi aralıkta?","Yemek kartınız varsa günlük güncel miktar nedir?","Maaş / Aylık Türk Lirası cinsinden          (Ortalama ""NET"" ücret)"
"Şub 4, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası
Netflix, Spotify vs
Tıbbi izin",Türkiye,"Türkiye ","34 İstanbul",Remote,51-150,"AI - ML Developer / Engineer",Mid,"5-7 Yıl",Python,Dolar,Net,1,Almadım,"300 TL ve üzeri","82.653 TL - 105.102 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Ofiste,1-10,"SAP Consultant",Junior,"0-1 Yıl","C# / .NET Framework
SAP
SQL","Türk Lirası",Net,1,%51-%70,"210-250 TL","29.802 TL - 37.252 TL"
"Şub 4, 2024",Erkek,"Spor salonu üyeliği / indirimi
Şirket telefonu
Eğitim ödemeleri
Employee stock options
Emeklilik planlama hizmetleri
Sertifika sınav ücretleri
Tıbbi izin","Yurt dışı","Avusturya ",,Hybrid,"10.000 ve üzeri","Software Engineer",Mid,"3-5 Yıl","DevOps araçları
Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Microsoft Office Araçları
SQL",Euro,Brüt,1,%5-%10,,"67.203 TL - 82.652 TL"
"Şub 4, 2024","Belirtmek İstemiyorum","Yemek kartı
Yol / yakıt yardımı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Personel servisi
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri
Sertifika sınav ücretleri",Türkiye,"Türkiye ","34 İstanbul",Hybrid,1.000-5.000,"Backend Developer / Engineer","Yeni mezun","0-1 Yıl","Java ve bağlı framework'ler
SQL","Türk Lirası",Net,2,%36-%50,"180-210 TL","29.802 TL - 37.252 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,,,Remote,301-600,"Tech Lead",Staff,"9-12 Yıl","Java ve bağlı framework'ler
Python","Türk Lirası",Net,2,%36-%50,150-180TL,"82.653 TL - 105.102 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Hybrid,"10.000 ve üzeri","Business Analyst",Mid,"3-5 Yıl","Figma / XD ve diğer tasarım araçları
Microsoft Office Araçları
No-code / Low-code Araçları
SQL","Türk Lirası",Net,2,%21-%35,"250-300 TL","67.203 TL - 82.652 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Hybrid,21-50,"Fullstack Developer / Engineer",Senior,"5-7 Yıl","Docker / containerd / Hyper-V / LXC / Podman
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
NoSQL
SQL","Türk Lirası",Net,2,%11-%20,"250-300 TL","67.203 TL - 82.652 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri
İşsizlik sigortası
İşçi tazminatı
Tıbbi izin",Türkiye,"Fransa ","34 İstanbul",Hybrid,"10.000 ve üzeri","Data Scientist",Mid,"7-9 Yıl","ChatGPT
Python","Türk Lirası",Brüt,2,%36-%50,"250-300 TL","82.653 TL - 105.102 TL"
"Şub 4, 2024",Kadın,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Hybrid,1-10,"Fullstack Developer / Engineer",Mid,"3-5 Yıl","C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
NoSQL
SQL","Türk Lirası",Net,2,%36-%50,"250-300 TL","44.704 TL - 54.951 TL"
"Şub 4, 2024",Erkek,"Personel servisi
Tamamlayıcı sağlık sigortası
Hayat sigortası
Udemy vb kurs üyelikleri",Türkiye,,"06 Ankara",Ofiste,"10.000 ve üzeri","Android Developer",Mid,"3-5 Yıl","C, C++
Javascript / Typescript ve bağlı framework'ler
Kotlin","Türk Lirası",Net,2,%36-%50,,"82.653 TL - 105.102 TL"
"Şub 4, 2024",Erkek,Hiçbiri,"Yurt dışı","Finlandiya ",,Remote,301-600,"Backend Developer / Engineer",Senior,"5-7 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
PHP",Euro,Net,1,Almadım,,"150.003 TL - 195.002 TL"
"Şub 4, 2024",Erkek,Hiçbiri,Türkiye,"Türkiye ","06 Ankara",Ofiste,11-20,"Database Administrator",Senior,"5-7 Yıl",SQL,"Türk Lirası",Net,2,%21-%35,"180-210 TL","67.203 TL - 82.652 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","41 Kocaeli",Remote,301-600,"Business Analyst",Senior,"12 Yıl ve üzeri","Kotlin
Microsoft Office Araçları
SQL
Swift","Türk Lirası",Net,2,%51-%70,"300 TL ve üzeri","127.553 TL - 150.002 TL"
"Şub 4, 2024",Erkek,"Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Hybrid,301-600,"Frontend Developer / Engineer",Senior,"9-12 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%21-%35,,"67.203 TL - 82.652 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri",Türkiye,"Fransa ","34 İstanbul",Remote,601-1.000,"Software Engineer",Mid,"5-7 Yıl","Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları","Türk Lirası",Net,2,%51-%70,"210-250 TL","67.203 TL - 82.652 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Spor salonu üyeliği / indirimi
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Sertifika sınav ücretleri",Türkiye,"Gibraltar, İngiltere ","35 İzmir",Hybrid,51-150,"Project Manager",Senior,"9-12 Yıl",,Dolar,Net,1,Almadım,"210-250 TL","105.103 TL - 127.552 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Şirket aracı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Erzak yardımı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri
Sertifika sınav ücretleri
İşçi tazminatı",Türkiye,"Türkiye ","34 İstanbul",Hybrid,301-600,"Software Development Manager",Senior,"12 Yıl ve üzeri","DevOps araçları
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
SQL","Türk Lirası",Net,2,%21-%35,"210-250 TL","195.003 TL - 239.002 TL"
"Şub 4, 2024",Kadın,"Yol / yakıt yardımı
Şirket telefonu",Türkiye,"İrlanda ","34 İstanbul",Hybrid,"10.000 ve üzeri","Team Lead",Staff,"7-9 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Python","Türk Lirası",Net,1,Almadım,"180-210 TL","67.203 TL - 82.652 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,51-150,"Backend Developer / Engineer",Junior,"1-3 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Java ve bağlı framework'ler","Türk Lirası",Net,2,%36-%50,150-180TL,"37.253 TL - 44.703 TL"
"Şub 4, 2024",Erkek,"Yemek kartı",Türkiye,,"34 İstanbul",Remote,601-1.000,Intern,"Yeni mezun","0-1 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Linux
SQL","Türk Lirası",Net,1,%36-%50,150-180TL,"17.002 TL - 22.451 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Tamamlayıcı sağlık sigortası
İşçi tazminatı",Türkiye,"Türkiye ","06 Ankara",Ofiste,11-20,"Software Engineer",Junior,"1-3 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,Almadım,"250-300 TL","44.704 TL - 54.951 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri","Yurt dışı","Almanya ","34 İstanbul",Remote,301-600,"Android Developer",Senior,"3-5 Yıl","Figma / XD ve diğer tasarım araçları
Kotlin","Türk Lirası",Net,2,%11-%20,"250-300 TL","82.653 TL - 105.102 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,301-600,"Frontend Developer / Engineer",Senior,"5-7 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Brüt,1,Almadım,"250-300 TL","44.704 TL - 54.951 TL"
"Şub 4, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)
Eğitim ödemeleri
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Hybrid,301-600,"Data Engineer",Mid,"1-3 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
Linux
NoSQL
Python
SQL","Türk Lirası",Net,1,%21-%35,,"54.952 TL - 67.202 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Şirket aracı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Tamamlayıcı sağlık sigortası
Employee stock options
Hayat sigortası
Emeklilik planlama hizmetleri
Sertifika sınav ücretleri
Tıbbi izin","Yurt dışı","Amerika Birleşik Devletleri ","34 İstanbul",Remote,"10.000 ve üzeri","Engineering Manager",Staff,"12 Yıl ve üzeri","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Microsoft Office Araçları
NoSQL",Dolar,Net,1,Almadım,"150 TL altı","298.753 TL - 373.502 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"Türkiye ","34 İstanbul",Remote,301-600,"Fullstack Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework
DevOps araçları
Javascript / Typescript ve bağlı framework'ler
SQL","Türk Lirası",Net,2,%11-%20,150-180TL,"37.253 TL - 44.703 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Özel günlerde hediye çeki
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,51-150,"Fullstack Developer / Engineer",Senior,"9-12 Yıl","C# / .NET Framework","Türk Lirası",Net,2,%11-%20,"180-210 TL","44.704 TL - 54.951 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Sertifika sınav ücretleri",Türkiye,"Türkiye ","34 İstanbul",Hybrid,151-300,"Team Lead",Senior,"5-7 Yıl","DevOps araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Net,1,%21-%35,"210-250 TL","82.653 TL - 105.102 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Ofiste,301-600,"System Administrator",Senior,"12 Yıl ve üzeri","Microsoft Office Araçları","Türk Lirası",Net,2,%51-%70,"150 TL altı","54.952 TL - 67.202 TL"
"Şub 4, 2024",Kadın,"Yemek kartı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası
Hayat sigortası
Sertifika sınav ücretleri
İşçi tazminatı",Türkiye,"Türkiye ","06 Ankara",Hybrid,1.000-5.000,"Backend Developer / Engineer",Mid,"3-5 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları","Türk Lirası",Net,1,%36-%50,"210-250 TL","54.952 TL - 67.202 TL"
"Şub 4, 2024",Kadın,"Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri
Sertifika sınav ücretleri",Türkiye,,"34 İstanbul",Remote,51-150,"Q/A - Test Automation Engineer",Mid,"5-7 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Ruby",Euro,Net,1,Almadım,"180-210 TL","54.952 TL - 67.202 TL"
"Şub 4, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası","Yurt dışı","Kuveyt ",,Remote,51-150,"Frontend Developer / Engineer",Mid,"1-3 Yıl","Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları","Türk Lirası",Net,1,%11-%20,,"37.253 TL - 44.703 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı",Türkiye,"Türkiye ","34 İstanbul",Ofiste,11-20,"Software Engineer",Junior,"1-3 Yıl","C# / .NET Framework","Türk Lirası",Net,1,Almadım,150-180TL,"29.802 TL - 37.252 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Erzak yardımı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"Türkiye ","34 İstanbul",Hybrid,301-600,"Backend Developer / Engineer",Senior,"3-5 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
SQL","Türk Lirası",Net,1,%36-%50,150-180TL,"67.203 TL - 82.652 TL"
"Şub 4, 2024",Erkek,Hiçbiri,"Yurt dışı","İngiltere ",,Remote,21-50,"Fullstack Developer / Engineer",Senior,"9-12 Yıl","DevOps araçları
Figma / XD ve diğer tasarım araçları
Flutter
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kotlin
Linux
NoSQL
SQL",Dolar,Net,1,Almadım,,"150.003 TL - 195.002 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Tamamlayıcı sağlık sigortası
Employee stock options",Türkiye,"Türkiye ","34 İstanbul",Hybrid,21-50,"Game Developer / Engineer",Mid,"1-3 Yıl","C# / .NET Framework","Türk Lirası",Net,2,%5-%10,"210-250 TL","67.203 TL - 82.652 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,601-1.000,"Backend Developer / Engineer",Junior,"1-3 Yıl","ChatGPT
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
SQL","Türk Lirası",Net,2,%21-%35,"250-300 TL","44.704 TL - 54.951 TL"
"Şub 4, 2024",Erkek,"Yemek kartı",Türkiye,"Türkiye ","06 Ankara",Ofiste,"10.000 ve üzeri","Backend Developer / Engineer",Junior,"0-1 Yıl","Java ve bağlı framework'ler","Türk Lirası",Brüt,2,%36-%50,"150 TL altı","29.802 TL - 37.252 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,5.000-10.000,"Backend Developer / Engineer",Mid,"1-3 Yıl","C# / .NET Framework","Türk Lirası",Net,1,%11-%20,150-180TL,"37.253 TL - 44.703 TL"
"Şub 4, 2024",Kadın,"Yemek kartı
Belirli günlerde izin(doğum günü, regl izni gibi)
Netflix, Spotify vs",Türkiye,"Türkiye ","34 İstanbul",Remote,601-1.000,"Backend Developer / Engineer",Senior,"7-9 Yıl","C# / .NET Framework
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
NoSQL
SQL","Türk Lirası",Net,2,%51-%70,"210-250 TL","82.653 TL - 105.102 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri
İşçi tazminatı",Türkiye,"Türkiye ","06 Ankara",Hybrid,151-300,"Q/A - Test Automation Engineer",Mid,"3-5 Yıl","Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları","Türk Lirası",Net,2,%36-%50,"250-300 TL","37.253 TL - 44.703 TL"
"Şub 4, 2024",Kadın,"Yemek kartı
Yol / yakıt yardımı",Türkiye,"Türkiye ","06 Ankara",Remote,51-150,"Business Analyst",Senior,"3-5 Yıl",,"Türk Lirası",Brüt,2,%21-%35,"300 TL ve üzeri","44.704 TL - 54.951 TL"
"Şub 4, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","07 Antalya",Ofiste,601-1.000,"Team Lead",Senior,"5-7 Yıl","C# / .NET Framework
C, C++
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
NoSQL
SQL","Türk Lirası",Brüt,1,%21-%35,,"54.952 TL - 67.202 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Şirket aracı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Hybrid,"10.000 ve üzeri","Software Engineer",Mid,"1-3 Yıl","Docker / containerd / Hyper-V / LXC / Podman
Javascript / Typescript ve bağlı framework'ler
Linux
Python
SQL","Türk Lirası",Brüt,1,%21-%35,150-180TL,"44.704 TL - 54.951 TL"
"Şub 4, 2024",Erkek,"Yemek kartı",Türkiye,,"34 İstanbul",Hybrid,1-10,"Fullstack Developer / Engineer",Mid,"1-3 Yıl","Flutter
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,"%71 ve üzeri",150-180TL,"44.704 TL - 54.951 TL"
"Şub 4, 2024",Erkek,"Spor salonu üyeliği / indirimi
Özel günlerde hediye çeki
Şirket aracı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Personel servisi
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Udemy vb kurs üyelikleri
Emeklilik planlama hizmetleri
İşsizlik sigortası
Netflix, Spotify vs
İşçi tazminatı
Tıbbi izin",Türkiye,"Türkiye ","34 İstanbul",Hybrid,601-1.000,"Business Analyst",Senior,"7-9 Yıl","Figma / XD ve diğer tasarım araçları","Türk Lirası",Net,2,%51-%70,,"54.952 TL - 67.202 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,51-150,"Backend Developer / Engineer",Mid,"1-3 Yıl","Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Python","Türk Lirası",Net,2,%36-%50,"250-300 TL","37.253 TL - 44.703 TL"
"Şub 4, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","16 Bursa",Ofiste,1.000-5.000,"Software Engineer",Mid,"1-3 Yıl","ABAP
C# / .NET Framework
ChatGPT
SQL","Türk Lirası",Net,2,%36-%50,,"29.802 TL - 37.252 TL"
"Şub 4, 2024",Kadın,"Yemek kartı",Türkiye,"Türkiye ","34 İstanbul",Ofiste,51-150,"Application Security Engineer",Junior,"0-1 Yıl",Flutter,"Norveç Kronu",Net,1,Almadım,"150 TL altı","17.002 TL - 22.451 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası
Tıbbi izin",Türkiye,"Türkiye ","34 İstanbul",Hybrid,11-20,"Backend Developer / Engineer",Senior,"9-12 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Javascript / Typescript ve bağlı framework'ler
Solidity","Türk Lirası",Net,2,"%71 ve üzeri","250-300 TL","127.553 TL - 150.002 TL"
"Şub 4, 2024",Erkek,Hiçbiri,Türkiye,"Türkiye ","58 Sivas",Ofiste,1-10,"Frontend Developer / Engineer",Junior,"0-1 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,Almadım,,"22.452 TL - 26.802 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Udemy vb kurs üyelikleri
Sertifika sınav ücretleri",Türkiye,"Türkiye ","34 İstanbul",Hybrid,1.000-5.000,"Backend Developer / Engineer",Junior,"0-1 Yıl","C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Brüt,2,Almadım,"210-250 TL","37.253 TL - 44.703 TL"
"Şub 4, 2024",Kadın,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası","Yurt dışı","Fransa ","34 İstanbul",Hybrid,151-300,"Software Engineer",Senior,"5-7 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Figma / XD ve diğer tasarım araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
NoSQL
SQL","Türk Lirası",Brüt,2,%21-%35,"250-300 TL","82.653 TL - 105.102 TL"
"Şub 4, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Udemy vb kurs üyelikleri",Türkiye,,"34 İstanbul",Remote,51-150,"Backend Developer / Engineer",Senior,"5-7 Yıl","DevOps araçları
Java ve bağlı framework'ler
Linux
NoSQL
SQL","Türk Lirası",Net,"4 veya üzeri",%5-%10,"250-300 TL","54.952 TL - 67.202 TL"
